3612,98948,83813,76320,66852,68240
3824,83813,17539,43791,75060,56824
5395,80651,76320,43791,78631,95840
3636,43566,65829,40412,25362,75060
8179,67462,83813,66852,76320,43791
9128,80651,98565,66852,98103,68240
3678,11245,61337,66852,98565,80651
3868,68240,71163,75060,81349,59560
3272,66852,68240,98565,67462,98103
1737,61337,76320,67462,98565,43791
8443,83813,67462,66852,98565,80651
9491,83813,98103,17539,68240,40412
3733,76320,66852,43791,25362,40412
9019,43791,98103,56824,65829,78631
1830,17539,98565,76320,68240,43791
1635,42400,76320,67462,83813,68240
7599,42400,67462,76320,98103,56824
8805,80651,43791,98103,65829,95840
8787,61337,68240,75060,56824,43566
6462,17539,80651,56824,52475,78631
3347,98948,17539,68240,65829,25362
6268,61337,98565,80651,98103,43791
2381,42400,67462,76320,83813,80651
1257,98565,67462,68240,98494,29779
6325,76320,43791,56824,43566,40412
1464,66852,98103,65829,40412,75060
1395,61337,67462,80651,17539,68240
3994,42400,83813,75060,25362,95840
5928,61337,67462,17539,98565,43566
7886,98948,98494,78631,95840,79404
3812,61337,83813,67462,98565,17539
6582,83813,66852,98103,56824,65829
6580,42400,61337,98565,76320,43791
3584,98565,98103,43791,56824,78631
9575,98565,66852,43791,43566,78631
9366,98948,61337,67462,98565,68240
4199,67462,98103,65829,43566,78631
4318,42400,67462,66852,17539,83813
8065,61337,98565,17539,80651,56824
7638,83813,68240,76320,43791,66852
9441,76320,98103,95840,75060,77034
9376,42400,80651,68240,29779,54831
3134,66852,98494,40412,78631,25362
9766,17539,66852,43791,80651,56824
9820,98565,65829,40412,75060,71163
7025,17539,68240,56824,52475,43566
1118,17539,98565,83813,76320,66852
6177,43791,43566,29779,98494,77034
5654,98948,56824,40412,52475,29779
9703,80651,61337,43791,67462,66852
8123,76320,75060,98494,78631,25362
2260,17539,66852,67462,68240,43566
6054,83813,98948,67462,43791,76320
8205,11245,67462,66852,76320,98103
6352,98565,17539,76320,98103,25362
1188,83813,80651,98103,43791,65829
5734,11245,80651,75060,98494,65829
9771,11245,98565,66852,98103,43791
5247,40412,67462,76320,98103,43566
4296,83813,98103,80651,56824,40412
4208,68240,80651,98103,66852,52475
6741,98494,40412,81349,77034,54831
4486,66852,83813,98103,76320,65829
7345,67462,17539,80651,65829,75060
8760,83813,61337,40412,68240,56824
1247,61337,65829,25362,52475,29779
1007,11245,61337,66852,83813,76320
1898,11245,42400,17539,56824,80651
6057,43791,17539,52475,65829,78631
9552,83813,80651,98494,56824,71163
1511,11245,98948,98565,68240,43566
4158,67462,43791,17539,68240,66852
8548,66852,56824,43566,40412,78631
