3714,95840,17539,68240,66852,25362
9206,21081,76320,18795,17539,66852
5064,98948,76320,83813,25362,17539
9366,98948,61337,25789,98565,90943
9473,76320,17539,68240,67462,95840
3733,76320,43791,66852,95840,82848
7644,83813,95840,67462,18743,75060
1308,90943,67462,17539,68240,80651
7818,98948,43791,67462,68240,83813
6723,98948,62876,83813,96675,17539
7110,83813,96675,68240,76320,69862
6120,98948,79404,62876,66852,68240
4020,66807,17539,98565,75060,67462
4785,81901,21081,98565,17539,43791
5358,98948,43791,66852,67462,95840
5502,90943,95840,67462,90946,98565
6128,76320,43791,95840,69862,67462
7384,79404,68240,66852,75060,62876
4223,68240,76320,66852,95840,90943
1832,66852,17539,68240,43791,25362
1830,17539,76320,98565,43791,68240
3129,17539,66852,95840,68240,43566
7599,42400,76320,67462,25362,29779
7451,71295,43566,67462,43791,39942
6644,98948,81901,62876,75060,17539
1077,98948,76320,95840,17539,20295
7616,25789,25362,95840,17539,43791
4146,98948,96675,66852,98565,17539
7610,21081,68240,29779,75060,67462
4385,95840,25362,17539,66852,75060
2406,67462,17539,69862,88886,62876
1118,83813,66852,17539,98565,76320
6325,76320,43791,21081,81901,95840
8714,76320,66852,98565,67462,80651
8908,98948,43566,66852,95840,68240
1464,66852,75060,95840,98103,25362
3994,42400,83813,25789,90943,75060
1864,17539,11245,42400,67462,83813
2465,83813,66852,76320,95840,82848
3836,96675,66852,98565,67462,43791
7805,98948,96675,68240,98565,43566
1158,90943,98565,75060,80651,62876
1093,66852,98565,62876,80651,75060
3838,98948,25789,43791,17539,98565
9376,42400,80651,68240,88886,55826
5519,98948,83813,95840,43791,66852
3134,90943,66852,95840,82848,29779
5952,90943,83813,21081,76320,43791
1951,83813,66852,43791,95840,62876
1950,17539,91519,66807,95840,67462
4238,90943,43791,25362,77034,69862
6352,76320,98565,17539,95840,90943
3644,90943,43791,88886,68240,96675
8026,76320,82848,18743,66852,25362
5514,25789,17539,66807,68240,66852
3562,98948,43791,67462,39942,75060
1702,11245,42400,80651,66852,81901
6012,66852,76320,43791,20295,67462
6655,98948,83813,95840,76320,68240
8679,98948,83813,25362,95840,62876
9469,25362,17539,98565,29779,82848
7605,68240,76320,75060,43791,66807
9951,18743,83813,76320,90943,75060
6396,66852,42400,11245,36934,98565
2147,76320,83813,21081,68240,95840
2413,83813,21081,76320,25362,62876
7653,17539,90946,21081,58352,88886
4457,61337,82848,67462,96675,43791
9575,98565,66852,43791,62876,78631
3849,81901,25789,98565,67462,90943
5698,98948,17539,66852,75060,88886
1664,98948,43791,98565,25362,68240
2065,81901,43791,71295,79404,58352
8548,90943,71295,95840,21081,66852
3824,25789,17539,83813,82848,18743
5395,25789,76320,80651,43791,95840
2470,83813,95840,62876,43791,80651
3030,98948,68240,43791,95840,25362
8238,25789,66852,68240,17539,43791
