3714,1
9206,4
5064,4
9366,3
9473,2
4238,1
1308,1
7818,4
4971,2
6723,2
7110,2
6120,4
4020,2
4785,2
5502,4
6128,2
7384,1
4223,2
1832,1
6396,4
1830,3
3129,2
7605,1
7599,3
7451,2
6644,4
1077,4
7616,4
4146,4
7610,4
4385,4
5514,4
2406,2
6325,3
8714,1
8908,2
1464,3
3994,3
2465,1
3836,2
7805,2
1158,2
1093,1
8845,4
3838,1
7470,4
5519,4
3134,3
5952,4
1951,2
1950,2
1118,3
9015,2
3644,4
8026,1
2260,3
3562,2
1702,1
1453,1
8679,4
9469,4
6655,1
9951,2
3030,2
5680,1
2147,2
2413,2
7653,1
9016,2
3849,1
5698,1
1664,1
2065,1
8548,3
3824,3
9644,4
5395,3
2470,4
3687,4
8238,1
2479,2
6890,4
3141,2
3678,3
1923,2
3272,3
7035,2
8443,3
9304,1
8522,1
7878,1
6704,4
5157,2
9059,1
7638,3
1716,1
5819,4
8787,3
9376,3
4289,1
4486,3
6268,3
2381,3
1257,3
5845,1
1255,1
2663,4
9549,1
1395,3
1407,2
4194,1
7886,3
3812,3
6582,3
6580,3
3584,3
9575,3
4199,3
2937,2
2282,4
2449,4
1331,2
3555,2
4113,4
2839,2
6054,3
6177,3
8123,3
7756,2
6426,4
5247,3
4296,3
1662,2
7427,1
1638,4
5871,1
2168,2
1247,3
5828,4
1007,3
9552,3
8725,2
8517,2
6079,4
3612,3
2613,2
7025,3
9128,3
4949,2
2619,2
2618,2
8539,4
9033,1
7345,3
1737,3
7854,2
9254,4
3294,4
6924,2
6163,2
2801,2
8064,2
8117,1
6539,4
5465,4
7694,2
7498,2
9769,2
1425,2
1635,3
8043,1
1637,1
3364,1
3366,2
3360,4
2567,4
5230,4
7413,2
6206,2
6047,2
2369,2
6203,4
7379,1
8593,2
3878,2
8104,2
8374,4
7925,1
7644,1
1215,4
6947,1
6379,4
6925,1
7725,1
4774,1
2958,2
1864,2
5552,1
6882,1
5654,3
9237,1
6486,2
9703,3
7007,2
1024,4
3688,4
6352,3
1188,3
1624,4
7278,1
1029,1
4208,3
3371,1
6012,1
2757,2
7125,1
4656,1
8932,4
2023,1
4457,2
6057,3
5813,1
1511,3
4158,3
9923,1
6495,1
3905,4
3868,3
4360,2
7285,1
3639,4
3636,3
8179,3
2738,1
9771,3
5648,1
3060,1
1898,3
9397,2
9491,3
9821,4
9274,4
8011,4
4292,1
3733,3
5644,4
8407,2
4690,2
1052,1
4458,2
2132,4
8205,3
5873,4
5645,2
7201,2
9134,4
5191,4
3347,3
5359,2
5358,1
1111,2
3180,1
3974,4
1119,2
2748,2
6741,3
5928,3
7766,2
9019,3
4861,2
8065,3
4922,4
4318,3
3931,1
9441,3
5734,3
4920,4
9766,3
8852,1
8790,1
8792,1
4797,2
8805,3
8889,2
5995,4
5360,2
4717,4
3229,4
4711,4
2337,4
4390,4
1603,1
7323,2
6462,3
8760,3
9881,1
3728,2
9694,1
5588,2
5939,2
9820,3
