3714,95840,17539,25362,58352,81901
9134,71295,68240,28965,53277,98565
9206,76320,90946,21081,58352,17539
8517,55826,81901,83813,67462,58352
1029,76320,90946,67462,29779,62876
6890,62876,55826,83813,67462,78624
3678,25789,47931,95840,90946,62876
1898,55826,95840,90943,90946,17539
8548,90943,47931,71295,95840,55826
9274,62876,29779,78624,17539,28965
2801,76320,47931,95840,98948,67462
5502,90943,95840,67462,90946,75060
6539,25362,90943,76320,98948,43791
6396,29779,36934,71295,66852,56824
9237,43791,95840,25362,53277,71295
2132,90946,55826,69560,83813,29779
1716,90943,98948,55826,25362,95840
5230,25362,76320,55826,95840,58352
1077,76320,95840,98948,17539,78624
7616,25789,25362,69560,43791,95840
4146,98948,17539,75060,29779,56824
7610,21081,47931,78624,67462,81349
3180,55826,98948,69560,67462,17539
2663,76320,43791,98948,55826,47931
8679,25362,47931,98948,58352,62876
5680,43791,90943,90946,67462,62876
7886,95840,98948,62876,58352,81901
6582,47931,83813,90946,62876,81901
7805,55826,47931,25362,98948,62876
1158,90943,75060,53277,71295,21081
1093,62876,29779,69560,21081,28965
9881,55826,95840,25362,67462,36187
6947,55826,83813,43791,25362,78624
6426,83813,67462,29779,36934,71295
9552,47931,90943,55826,90946,21081
5519,43791,47931,95840,98948,83813
8539,69560,47931,17539,67462,12404
4774,47931,43791,25362,83813,29779
5952,76320,55826,58352,43791,90943
4113,55826,47931,75060,67462,66852
4238,43791,90943,25362,90946,62876
8790,25362,90946,75060,58352,28965
3644,43791,90943,78624,68240,36187
8123,25362,76320,29779,62876,71295
5514,25789,17539,75060,53277,68240
9923,55826,47931,25362,90946,83813
5995,90943,69560,62876,17539,78624
1702,25362,81901,90946,21081,69560
3688,81901,17539,68240,81349,34892
9015,76320,83813,25362,90946,81901
1603,95840,47931,55826,90946,78624
3687,55826,58352,98948,83813,17539
4208,90943,25362,90946,29779,68240
2413,76320,25362,83813,58352,21081
5871,98948,25362,68240,90946,36187
8932,83813,75060,71295,81349,59119
2023,25362,95840,90946,81901,21081
1664,25362,43791,47931,98948,67462
9033,67462,90946,81901,69560,71295
2065,43791,81901,58352,67462,69560
