3824,25789,83813,18743,82848,56824
2613,18743,76320,96675,98948,98565
7854,76320,56824,75060,67462,80587
8104,62876,80651,75060,81349,49074
3636,88886,75060,95840,28965,82848
5191,76320,83813,68240,17539,88886
1308,90943,17539,68240,82848,80651
5157,98948,18743,66852,43791,78631
9059,17539,56824,62876,96675,67462
9016,98948,68240,76320,62876,91519
7653,17539,88886,96675,81349,80587
3272,98565,68240,66852,67462,43791
5588,76320,18743,18767,80651,91519
4020,98565,17539,78631,67462,66807
9254,83813,98565,76320,43566,56824
4785,98565,18767,68240,43791,17539
3733,76320,82848,88886,66852,43791
5644,66852,17539,78631,80651,82848
7694,76320,78631,17539,62876,56824
3555,68240,18743,98565,88886,39942
3129,66852,18743,68240,17539,56824
1425,90943,76320,68240,66852,17539
7451,32877,56824,39942,43791,43566
4289,71295,56824,96675,82848,67462
4949,98565,78631,62876,56824,67462
9397,68240,88886,66852,91519,56824
4385,17539,66852,95840,96675,81349
6128,76320,66852,43791,62876,95840
2406,88886,67462,62876,17539,80651
8908,98948,68240,66852,98494,78631
1255,76320,62876,78631,88886,81349
3974,88886,76320,82848,96675,18743
2369,68240,32877,95840,98494,67462
9549,82848,18743,96675,56824,67462
1119,18767,91519,39942,81349,49074
2748,83813,76320,18743,17539,78631
7756,83813,68240,88886,18743,17539
1407,83813,98565,98948,66852,98494
2282,98948,82848,17539,78631,66852
6047,83813,68240,67462,66852,17539
3878,25789,96675,98565,66852,67462
2465,83813,98565,76320,82848,66852
8117,98948,98565,62876,68240,17539
3931,76320,68240,78631,98494,43791
8064,83813,96675,98948,68240,62876
3838,25789,98948,17539,98565,68240
9376,88886,68240,80651,81349,28965
3134,90943,82848,62876,66852,98494
4920,83813,67462,43791,88886,32877
5465,98494,82848,80651,95840,43791
1950,67462,17539,91519,56824,78631
5552,78631,75060,96675,82848,98494
5654,98948,88886,56824,32877,96675
4797,66852,43791,75060,78631,81349
7007,66852,80651,62876,78631,28965
3562,98948,39942,43791,62876,98494
7766,83813,88886,68240,66852,78631
