3612,98948,68240,76320,83813,75060
4360,98565,28965,80587,49074,78631
5395,76320,95840,77034,28965,49074
2470,83813,67462,95840,77034,29779
2839,68240,17539,95840,77034,96675
8179,66807,83813,69862,76320,67462
8238,69862,68240,29779,17539,77034
7818,98948,68240,98565,69862,83813
2618,69862,39942,98565,77034,75060
6723,98948,17539,83813,75060,10767
5648,75060,68240,98565,69862,80587
5360,98948,68240,75060,67462,96675
1923,29779,76320,39942,69862,67462
4457,39942,67462,10767,80587,58352
6120,98948,68240,75060,28965,29779
8443,68240,83813,69862,28965,67462
3294,98948,68240,29779,17539,76320
6924,95840,76320,75060,69862,83813
6163,69862,98565,77034,95840,29779
5645,68240,76320,83813,77034,67462
4223,68240,75060,98565,29779,76320
4922,76320,17539,95840,75060,29779
1052,17539,39942,98565,69862,28965
9769,68240,83813,76320,75060,39942
8889,17539,75060,69862,76320,28965
8043,68240,76320,95840,98565,29779
1637,98948,98565,29779,17539,67462
8522,83813,17539,76320,95840,98565
7878,75060,98948,68240,76320,69862
7201,68240,75060,95840,67462,77034
3639,98948,28965,83813,29779,77034
3360,75060,17539,68240,95840,80587
6206,83813,68240,69862,17539,75060
1737,68240,95840,76320,98565,67462
5358,98948,69862,75060,68240,67462
2381,68240,83813,17539,75060,76320
7413,98948,75060,95840,17539,80587
5845,68240,98948,17539,29779,95840
6325,69862,76320,95840,28965,29779
6079,83813,17539,76320,98565,69862
7323,83813,95840,67462,58352,89833
9473,68240,76320,95840,17539,67462
5064,83813,98948,17539,76320,75060
3836,98565,77034,28965,67462,96675
7925,83813,75060,80587,28965,77034
7110,68240,83813,69862,95840,10767
1215,83813,28965,69862,95840,76320
4318,75060,76320,17539,67462,83813
4194,75060,80587,28965,58352,82848
8205,76320,69862,75060,10767,96675
1830,17539,75060,68240,76320,98565
7498,98565,76320,77034,69862,55826
5734,95840,75060,29779,82848,55826
3728,68240,98948,83813,80587,77034
2479,98948,83813,75060,95840,98565
2449,98948,17539,69862,77034,67462
7644,83813,75060,95840,28965,67462
2567,98565,76320,67462,17539,58352
7125,69862,68240,75060,17539,28965
8805,75060,28965,95840,80587,82848
6268,68240,98565,77034,29779,80587
4158,17539,68240,75060,67462,96675
7379,69862,68240,98565,17539,67462
1188,75060,83813,96675,77034,49074
2619,98948,75060,69862,83813,10767
9771,66807,98565,28965,95840,29779
9644,98565,98948,76320,17539,83813
2337,98948,83813,69862,98565,95840
3030,98948,68240,69862,95840,10767
7725,69862,17539,10767,55826,89833
7427,76320,77034,69862,98565,55826
4656,17539,83813,69862,76320,77034
2168,68240,98565,28965,83813,76320
9575,98565,55826,58352,96675,66852
1453,69862,98565,28965,29779,95840
5939,98948,83813,17539,76320,28965
8852,83813,69862,76320,77034,29779
5698,98948,75060,17539,29779,28965
8725,28965,17539,77034,75060,67462
6655,98948,68240,83813,69862,76320
4971,17539,69862,98565,75060,28965
1864,95840,17539,69862,83813,80587
