3584,2
1024,0
1029,1
2567,2
9019,3
8714,2
5644,1
8205,0
7694,1
4774,1
8593,3
2065,1
6163,2
8725,0
5654,3
2479,2
3612,2
6177,3
3931,1
5157,1
9254,1
7345,0
9769,2
9771,2
7725,0
8238,0
9821,1
5680,1
4146,1
3636,3
1077,1
6054,3
8760,2
3129,0
2618,2
2619,2
3644,1
3134,3
8117,0
5698,0
6723,0
1093,1
9703,2
2337,2
7756,0
5645,2
4690,0
8787,3
2132,0
6741,3
7766,1
1111,3
9304,3
9820,3
9397,1
3678,0
1119,3
5648,0
4194,2
2147,1
1637,2
1638,3
3687,1
3688,1
2663,1
3180,1
4717,0
5230,1
4208,0
5995,3
9491,3
7285,3
6704,3
2168,2
6268,2
7805,1
3141,1
4223,0
1664,1
3714,1
8043,2
4113,1
3733,3
1158,1
1624,1
7818,2
8845,0
4238,0
3728,2
8852,2
7278,0
9366,2
4292,0
4199,2
3229,2
9376,1
1188,2
1702,1
5813,3
3868,3
4711,2
5734,0
7854,1
4785,0
2738,0
1716,0
6325,2
8374,3
8889,0
5819,3
2748,1
4797,1
1215,2
4289,1
9923,1
5828,2
2757,3
7878,0
7201,0
3272,1
1737,2
8908,1
5360,0
7886,3
6352,3
7379,0
2260,0
5845,0
8407,3
7384,0
3294,2
9951,3
9441,3
6882,2
3812,3
3366,3
1255,1
1257,3
6890,0
6379,0
5358,0
5871,1
3824,3
2801,1
3878,0
1662,3
4458,3
6047,1
8443,1
3836,2
9469,3
3838,3
9473,0
7427,2
7638,2
4360,2
3849,2
6924,2
6925,0
5395,3
4390,2
2839,0
4656,0
6426,1
7451,1
1308,3
3360,0
4385,3
6947,1
3364,2
3974,1
1830,2
1832,0
3371,2
1118,2
7470,2
1425,0
8932,1
1331,3
4318,2
9015,1
9016,1
4922,2
1247,3
6462,3
2613,0
5952,2
2369,1
6539,1
8517,1
1511,2
1864,0
9033,1
8522,0
3639,0
3347,3
2381,0
9552,1
4920,1
4861,3
4949,1
6486,2
2023,0
5465,3
8026,2
8539,1
9274,1
7007,1
9059,3
8548,2
2406,3
9575,2
8792,3
4457,2
1898,3
4971,2
7323,2
2413,1
1052,0
5928,0
7025,0
1395,3
6206,0
2937,3
8790,1
7035,2
6012,2
2282,3
5502,1
1407,1
8064,1
8065,0
1923,2
8805,2
4486,3
3905,3
5514,1
5247,2
2958,2
5519,1
2449,2
1603,1
9881,1
3994,3
5359,3
9237,1
1950,3
1951,3
2465,1
7413,2
2470,2
5873,1
9128,1
6057,3
5191,3
9644,2
1453,2
9134,1
7599,3
5552,3
6203,0
7925,2
4020,3
7605,3
6582,1
1464,3
3060,2
7610,1
8123,1
7498,2
6079,2
7616,1
8011,2
7110,2
5064,2
4158,0
5939,3
9549,1
1635,2
5588,3
7125,0
3030,2
7644,2
9694,2
3555,0
7653,3
9766,1
8679,1
6120,0
6396,1
3562,1
6580,2
1007,0
6128,1
8104,1
6495,2
8179,2
6644,0
9206,1
4296,3
6655,2
